Lon,lat,depth,b1,b2,b3,b4,b5,b6,b8,b10
83.38684082,17.78242874,2.149,0.010616826,0.014935362,0.020948362,0.00874224,0.006870729,0.007469604,0.003601433,0.003088286
83.39157867,17.78462982,9.904,0.009415038,0.009966561,0.01008761,0.004444937,0.004218936,0.004964197,0.001871451,0.00171752
83.39220428,17.78155136,10.748,0.008441692,0.008667158,0.007737246,0.002857119,0.00274387,0.003677835,0.00153625,0.001221049
83.39134979,17.78129005,9.691,0.008800474,0.009043388,0.00895681,0.00339648,0.00323224,0.004187902,0.00157342,0.001449627
83.38638306,17.78351974,1.087,0.013315187,0.015263254,0.020756628,0.01048711,0.008504037,0.008616786,0.004080496,0.002974781
83.38774109,17.78630257,3.278,0.009876273,0.012745125,0.017209157,0.007239227,0.006530811,0.008154376,0.003860996,0.002899045
83.38687134,17.78495789,1.812,0.011980601,0.014165797,0.018911269,0.008265134,0.006925792,0.008281812,0.004007918,0.003165345
83.38624573,17.78054047,0.546,0.019492935,0.018852161,0.026173372,0.02106956,0.016417051,0.015356412,0.007198182,0.008109255
83.3885498,17.78367233,6.167,0.008913211,0.010883106,0.012975505,0.005036442,0.00493353,0.005945743,0.002388588,0.0020228
83.38981628,17.78672791,6.689,0.008099551,0.010781913,0.011821866,0.004997109,0.0046737,0.006076136,0.002573331,0.002289582
83.38796997,17.78268623,3.761,0.009554104,0.012352725,0.015386655,0.005301793,0.004886748,0.006112713,0.002681988,0.002479227
83.38990021,17.78591537,7.398,0.008386381,0.009933088,0.011566516,0.005173001,0.004670942,0.005904402,0.002388752,0.00206104
83.3866806,17.78468895,1.126,0.011398339,0.015267132,0.020710928,0.009780211,0.007541596,0.008788667,0.004081536,0.003393594
83.3857193,17.78307533,0.556,0.019172655,0.019082824,0.027922535,0.017854916,0.014813381,0.011320195,0.005255974,0.004382522
83.3912735,17.78246498,9.084,0.00722775,0.008843329,0.00941983,0.003808061,0.003327578,0.004321445,0.001611911,0.001526474
83.39229584,17.78173065,10.493,0.008442428,0.008457789,0.008193484,0.003081674,0.00261255,0.003678219,0.001499246,0.001373367
83.38681793,17.78098488,1.199,0.010544677,0.014137813,0.01989102,0.009493555,0.007171446,0.007421692,0.003452802,0.003087778
83.39039612,17.78075981,8.329,0.007455145,0.009099158,0.009563535,0.00344357,0.00349848,0.004232551,0.001794486,0.002058818
83.3857193,17.78307533,0.557,0.019172655,0.019082824,0.027922535,0.017854916,0.014813381,0.011320195,0.005255974,0.004382522
